Transaction_ID,Account_ID,Transaction_Date,Channel,Transaction_Type,Category,Amount,Is_Potential_Fraud
TXN005274,ACC00244,2021-02-19,Online,Debit,Cash Withdrawal,59115.35,0
TXN005275,ACC00152,2022-04-09,Online,Credit,Transfer,9260.92,0
TXN005276,ACC00152,2022-03-31,UPI,Debit,Cash Withdrawal,49241.2,0
TXN005277,ACC00188,2021-12-01,POS,Debit,Shopping,83824.92,0
TXN005278,ACC00395,2022-10-30,POS,Credit,Bills,73952.8,0
TXN005279,ACC00013,2021-11-23,ATM,Debit,Transfer,54640.33,0
TXN005280,ACC00091,2023-10-13,POS,Debit,Fees,8196.73,0
TXN005281,ACC00200,2021-12-02,UPI,Debit,Cash Withdrawal,60151.25,0
TXN005282,ACC00074,2022-10-28,POS,Debit,EMI,155677.27,0
TXN005283,ACC00256,2023-09-22,ATM,Debit,Transfer,87786.52,0
TXN005284,ACC00448,2021-03-22,Online,Debit,Cash Withdrawal,58190.53,0
TXN005285,ACC00276,2021-03-28,POS,Debit,Cash Withdrawal,60993.19,0
TXN005286,ACC00328,2021-09-15,UPI,Credit,Bills,110909.79,0
TXN005287,ACC00329,2023-09-18,POS,Credit,Transfer,60493.42,0
TXN005288,ACC00071,2021-07-04,Branch,Debit,Transfer,126177.92,0
TXN005289,ACC00078,2022-11-29,ATM,Credit,Salary,197891.43,0
TXN005290,ACC00284,2021-05-03,Online,Debit,Cash Withdrawal,8283.22,0
TXN005291,ACC00130,2022-08-28,Branch,Debit,Transfer,33788.91,0
TXN005292,ACC00377,2022-05-30,UPI,Debit,Cash Withdrawal,35862.55,0
TXN005293,ACC00043,2023-06-23,POS,Debit,Shopping,89441.71,0
TXN005294,ACC00008,2021-11-01,ATM,Credit,Shopping,8331.67,0
TXN005295,ACC00013,2022-10-19,POS,Debit,EMI,95530.44,0
TXN005296,ACC00213,2021-09-19,POS,Debit,Transfer,185788.51,0
TXN005297,ACC00111,2022-05-06,POS,Credit,EMI,2362.24,0
TXN005298,ACC00291,2023-01-08,POS,Credit,Bills,73019.53,0
TXN005299,ACC00023,2023-11-21,ATM,Credit,Cash Withdrawal,152190.71,0
TXN005300,ACC00302,2022-12-03,Branch,Credit,Bills,30941.18,0
TXN005301,ACC00254,2023-06-06,UPI,Credit,Salary,15557.92,0
TXN005302,ACC00015,2021-01-12,Branch,Credit,Salary,126174.17,0
TXN005303,ACC00130,2021-04-01,ATM,Debit,Transfer,2039.68,0
TXN005304,ACC00061,2022-08-23,UPI,Debit,Transfer,160364.01,0
TXN005305,ACC00115,2021-10-28,Online,Credit,EMI,13417.21,0
TXN005306,ACC00320,2021-03-21,Branch,Credit,EMI,104894.63,0
TXN005307,ACC00308,2023-04-16,ATM,Debit,Transfer,148038.54,0
TXN005308,ACC00420,2022-10-14,ATM,Credit,Fees,48440.1,0
TXN005309,ACC00325,2022-03-09,ATM,Credit,Transfer,20752.86,0
TXN005310,ACC00067,2022-02-21,UPI,Credit,Salary,35165.77,0
TXN005311,ACC00249,2021-01-18,POS,Debit,Salary,170943.98,0
TXN005312,ACC00175,2023-12-14,Online,Credit,Salary,141170.77,0
TXN005313,ACC00339,2023-01-16,UPI,Debit,Transfer,39659.7,0
TXN005314,ACC00002,2021-08-28,UPI,Debit,EMI,143238.35,0
TXN005315,ACC00172,2023-04-26,Branch,Debit,Shopping,141738.2,0
TXN005316,ACC00448,2022-02-22,Online,Credit,Shopping,199545.13,0
TXN005317,ACC00334,2023-05-06,ATM,Credit,EMI,78341.63,0
TXN005318,ACC00284,2022-08-22,UPI,Debit,EMI,172977.46,0
TXN005319,ACC00054,2022-02-24,Online,Debit,Fees,89316.22,0
TXN005320,ACC00067,2021-08-04,Branch,Credit,EMI,179557.16,0
TXN005321,ACC00420,2022-12-10,POS,Debit,Salary,18365.52,0
TXN005322,ACC00102,2022-07-05,Online,Credit,Bills,35103.76,0
TXN005323,ACC00120,2023-08-24,ATM,Debit,Fees,169998.37,0
TXN005324,ACC00191,2023-04-13,UPI,Credit,Transfer,163869.1,0
TXN005325,ACC00409,2022-11-11,POS,Credit,Salary,61121.49,0
TXN005326,ACC00304,2022-05-02,Branch,Debit,Shopping,119379.82,0
TXN005327,ACC00423,2022-09-15,ATM,Debit,Transfer,76570.81,0
TXN005328,ACC00047,2021-08-07,POS,Credit,EMI,2112.95,0
TXN005329,ACC00222,2022-12-22,Branch,Debit,Cash Withdrawal,5269.52,0
TXN005330,ACC00021,2022-01-16,ATM,Debit,Fees,10898.56,0
TXN005331,ACC00158,2021-03-28,UPI,Debit,Fees,118834.73,0
TXN005332,ACC00348,2023-03-26,Branch,Credit,Shopping,55881.59,0
TXN005333,ACC00159,2022-02-15,POS,Debit,EMI,28832.46,0
TXN005334,ACC00377,2022-11-22,ATM,Debit,Cash Withdrawal,188229.17,0
TXN005335,ACC00372,2023-10-10,Online,Debit,EMI,24307.67,0
TXN005336,ACC00410,2022-06-09,ATM,Debit,EMI,134812.64,0
TXN005337,ACC00235,2022-03-23,POS,Credit,Transfer,178837.33,0
TXN005338,ACC00150,2021-10-27,POS,Debit,Shopping,32807.74,0
TXN005339,ACC00405,2022-02-12,Online,Credit,Shopping,42985.2,0
TXN005340,ACC00257,2022-01-10,POS,Credit,EMI,114784.02,0
TXN005341,ACC00165,2021-08-21,ATM,Debit,Salary,101714.31,0
TXN005342,ACC00077,2022-09-30,Branch,Debit,Bills,104229.43,0
TXN005343,ACC00085,2022-10-12,ATM,Credit,Cash Withdrawal,110957.88,0
TXN005344,ACC00046,2023-08-19,POS,Debit,Salary,189983.09,0
TXN005345,ACC00393,2023-12-09,Online,Debit,Transfer,10814.92,0
TXN005346,ACC00401,2021-07-05,Online,Credit,Cash Withdrawal,152101.68,0
TXN005347,ACC00047,2021-03-19,UPI,Debit,Bills,46539.66,0
TXN005348,ACC00213,2021-07-13,Online,Debit,Salary,74766.85,0
TXN005349,ACC00059,2021-10-14,Online,Debit,Cash Withdrawal,17903.76,1
TXN005350,ACC00054,2021-09-07,POS,Credit,Fees,89153.07,0
TXN005351,ACC00342,2022-06-20,Branch,Debit,Shopping,160853.64,0
TXN005352,ACC00012,2021-10-27,Branch,Credit,Salary,19793.13,0
TXN005353,ACC00192,2023-03-20,POS,Credit,EMI,55156.94,0
TXN005354,ACC00006,2022-04-03,Online,Credit,Transfer,74643.69,0
TXN005355,ACC00309,2022-11-22,ATM,Debit,Salary,20824.65,0
TXN005356,ACC00144,2022-12-19,Branch,Debit,Cash Withdrawal,152475.25,0
TXN005357,ACC00346,2021-02-09,POS,Credit,Salary,157400.06,0
TXN005358,ACC00261,2021-04-18,ATM,Credit,Cash Withdrawal,167187.2,0
TXN005359,ACC00073,2021-09-18,Online,Debit,Bills,116800.05,0
TXN005360,ACC00174,2022-06-10,POS,Debit,EMI,101472.4,0
TXN005361,ACC00232,2022-12-11,Branch,Credit,Fees,52547.36,0
TXN005362,ACC00270,2021-05-06,ATM,Debit,Bills,131048.84,0
TXN005363,ACC00428,2023-12-22,ATM,Credit,Fees,88940.47,0
TXN005364,ACC00447,2021-02-23,Branch,Credit,Transfer,194156.74,0
TXN005365,ACC00362,2021-12-12,ATM,Debit,Transfer,193637.49,0
TXN005366,ACC00222,2021-05-16,Branch,Debit,Cash Withdrawal,181045.77,0
TXN005367,ACC00052,2021-11-26,POS,Debit,EMI,72049.82,0
TXN005368,ACC00116,2021-05-16,UPI,Credit,Bills,73626.09,0
TXN005369,ACC00026,2023-03-24,Online,Debit,EMI,170542.0,0
TXN005370,ACC00053,2023-05-02,POS,Debit,Bills,145840.53,0
TXN005371,ACC00365,2023-05-21,Online,Credit,Cash Withdrawal,140886.98,0
TXN005372,ACC00029,2023-06-11,Online,Credit,Cash Withdrawal,55958.22,0
TXN005373,ACC00019,2022-09-27,Branch,Debit,Cash Withdrawal,166678.05,0
TXN005374,ACC00303,2022-10-31,UPI,Debit,Shopping,115905.14,0
TXN005375,ACC00392,2023-11-07,Online,Credit,EMI,89400.77,0
TXN005376,ACC00279,2021-09-26,Online,Credit,Fees,173091.15,0
TXN005377,ACC00117,2023-05-11,POS,Debit,Transfer,78872.24,0
TXN005378,ACC00106,2022-04-27,UPI,Debit,Bills,130802.47,0
TXN005379,ACC00419,2021-10-12,UPI,Credit,Shopping,93207.74,1
TXN005380,ACC00309,2023-11-27,Online,Debit,Transfer,118567.92,0
TXN005381,ACC00227,2021-04-13,UPI,Credit,Bills,8157.27,0
TXN005382,ACC00352,2023-03-03,POS,Credit,Shopping,92249.98,0
TXN005383,ACC00186,2021-08-27,Branch,Debit,Transfer,111320.44,0
TXN005384,ACC00261,2023-01-11,Online,Debit,Transfer,98569.23,0
TXN005385,ACC00016,2022-10-07,ATM,Credit,Shopping,169489.7,0
TXN005386,ACC00273,2023-06-01,Online,Credit,Transfer,62259.24,0
TXN005387,ACC00160,2022-08-30,Online,Credit,Bills,176821.1,0
TXN005388,ACC00358,2021-07-07,Branch,Debit,Fees,80722.22,0
TXN005389,ACC00250,2023-06-07,ATM,Credit,Bills,138920.62,0
TXN005390,ACC00224,2023-09-14,ATM,Credit,Transfer,17390.21,0
TXN005391,ACC00256,2023-07-13,ATM,Credit,Salary,40070.81,0
TXN005392,ACC00180,2023-03-05,Branch,Debit,Cash Withdrawal,152245.14,0
TXN005393,ACC00020,2022-06-14,UPI,Credit,Shopping,2515.12,0
TXN005394,ACC00112,2022-11-07,ATM,Debit,Salary,193707.12,0
TXN005395,ACC00120,2022-01-27,UPI,Debit,Bills,38166.25,0
TXN005396,ACC00194,2022-11-03,POS,Credit,Transfer,180265.73,0
TXN005397,ACC00111,2023-05-11,Branch,Credit,EMI,103213.21,0
TXN005398,ACC00210,2022-04-11,UPI,Credit,Fees,112936.84,0
TXN005399,ACC00001,2023-04-19,ATM,Debit,EMI,16872.15,0
TXN005400,ACC00058,2023-09-15,ATM,Credit,Cash Withdrawal,73075.49,0
TXN005401,ACC00093,2023-12-10,UPI,Debit,Salary,31285.96,0
TXN005402,ACC00221,2021-01-04,UPI,Debit,Salary,105210.0,0
TXN005403,ACC00211,2023-05-02,POS,Debit,Salary,110168.89,0
TXN005404,ACC00428,2022-06-19,Branch,Debit,Bills,141947.91,0
TXN005405,ACC00232,2023-06-22,Online,Debit,Cash Withdrawal,175661.72,0
TXN005406,ACC00262,2023-12-21,POS,Debit,Fees,93662.55,0
TXN005407,ACC00364,2022-10-08,POS,Credit,Cash Withdrawal,46710.41,0
TXN005408,ACC00103,2021-01-24,POS,Credit,Bills,66747.65,0
TXN005409,ACC00050,2022-07-11,ATM,Debit,Cash Withdrawal,169425.61,0
TXN005410,ACC00374,2022-11-22,UPI,Debit,Fees,29215.4,0
TXN005411,ACC00110,2021-12-22,Branch,Credit,Transfer,125469.85,0
TXN005412,ACC00088,2023-05-20,ATM,Credit,Bills,2666.52,0
TXN005413,ACC00020,2023-07-30,POS,Credit,Transfer,49171.58,0
TXN005414,ACC00014,2022-07-29,Branch,Credit,Transfer,118302.13,0
TXN005415,ACC00133,2021-01-29,ATM,Debit,Salary,91309.59,0
TXN005416,ACC00425,2021-12-23,Online,Credit,EMI,98735.22,0
TXN005417,ACC00296,2021-12-31,POS,Debit,Fees,132129.38,0
TXN005418,ACC00034,2022-08-31,ATM,Debit,Salary,46955.48,0
TXN005419,ACC00380,2022-02-13,ATM,Credit,Bills,56196.95,0
TXN005420,ACC00208,2022-07-21,POS,Credit,Shopping,136907.42,0
TXN005421,ACC00301,2021-08-07,Online,Debit,Bills,107681.37,0
TXN005422,ACC00199,2021-06-22,UPI,Debit,Fees,2966.64,0
TXN005423,ACC00080,2022-08-31,Online,Debit,EMI,134082.04,0
TXN005424,ACC00071,2023-11-02,POS,Debit,Bills,124037.4,0
TXN005425,ACC00155,2023-05-08,UPI,Credit,EMI,15767.58,0
TXN005426,ACC00078,2022-10-19,ATM,Credit,Shopping,149516.52,0
TXN005427,ACC00078,2023-08-27,Online,Credit,Shopping,104444.19,0
TXN005428,ACC00172,2022-03-17,Online,Credit,Cash Withdrawal,40989.22,0
TXN005429,ACC00289,2022-09-09,UPI,Credit,Transfer,111893.31,0
TXN005430,ACC00033,2021-08-14,ATM,Debit,Fees,119111.93,0
TXN005431,ACC00300,2022-01-06,Online,Debit,Bills,184027.74,0
TXN005432,ACC00276,2021-01-28,UPI,Credit,Transfer,148441.78,0
TXN005433,ACC00367,2023-10-05,Online,Credit,Salary,60419.77,0
TXN005434,ACC00420,2023-09-22,ATM,Debit,Fees,23670.69,0
TXN005435,ACC00007,2021-01-16,ATM,Debit,Salary,170644.16,0
TXN005436,ACC00160,2021-11-29,Branch,Credit,Salary,169221.23,0
TXN005437,ACC00240,2022-04-28,UPI,Credit,Cash Withdrawal,35103.24,0
TXN005438,ACC00423,2022-07-20,POS,Debit,Salary,12473.13,0
TXN005439,ACC00024,2021-04-24,Online,Credit,Salary,142387.34,0
TXN005440,ACC00214,2021-02-07,ATM,Credit,Bills,144530.24,0
TXN005441,ACC00070,2022-03-30,Online,Debit,Transfer,35469.89,0
TXN005442,ACC00368,2023-01-12,Online,Debit,Transfer,133658.96,0
TXN005443,ACC00216,2021-06-15,POS,Debit,EMI,55820.8,0
TXN005444,ACC00104,2022-11-25,ATM,Credit,Salary,52160.37,0
TXN005445,ACC00215,2021-07-24,Branch,Debit,Shopping,64937.36,0
TXN005446,ACC00054,2023-05-28,UPI,Credit,EMI,104103.25,0
TXN005447,ACC00294,2021-09-02,Online,Debit,EMI,160900.56,0
TXN005448,ACC00330,2023-08-01,POS,Credit,Bills,99753.82,0
TXN005449,ACC00336,2023-04-01,POS,Credit,EMI,59643.64,0
TXN005450,ACC00203,2022-05-22,UPI,Debit,Shopping,176800.66,0
TXN005451,ACC00288,2023-07-13,UPI,Credit,Transfer,11065.24,0
TXN005452,ACC00045,2022-02-14,ATM,Credit,EMI,159428.44,0
TXN005453,ACC00317,2021-11-06,Online,Debit,Bills,156887.13,0
TXN005454,ACC00198,2021-03-09,Online,Credit,Fees,50746.68,0
TXN005455,ACC00216,2021-04-24,UPI,Debit,Salary,39699.12,0
TXN005456,ACC00309,2021-08-08,Branch,Credit,Shopping,174946.38,0
TXN005457,ACC00384,2021-08-08,Online,Debit,Salary,111796.32,0
TXN005458,ACC00435,2022-12-31,POS,Debit,Cash Withdrawal,9249.97,0
TXN005459,ACC00332,2023-01-19,UPI,Credit,EMI,178171.96,0
TXN005460,ACC00184,2023-08-01,Online,Debit,Transfer,69833.75,0
TXN005461,ACC00027,2022-01-21,ATM,Debit,Bills,68464.2,0
TXN005462,ACC00166,2023-07-19,UPI,Credit,Fees,128675.42,0
TXN005463,ACC00318,2022-02-09,POS,Debit,Shopping,132279.12,0
TXN005464,ACC00274,2022-05-07,ATM,Debit,Transfer,70695.56,0
TXN005465,ACC00383,2021-12-23,UPI,Debit,Shopping,28698.62,0
TXN005466,ACC00365,2021-08-03,UPI,Debit,Bills,110476.34,0
TXN005467,ACC00103,2023-01-22,Online,Credit,Bills,125054.57,0
TXN005468,ACC00448,2023-04-07,ATM,Debit,EMI,172051.46,0
TXN005469,ACC00333,2022-06-12,UPI,Debit,Shopping,96913.78,0
TXN005470,ACC00373,2023-07-05,POS,Debit,Cash Withdrawal,129156.93,0
TXN005471,ACC00104,2022-10-28,ATM,Credit,Cash Withdrawal,10929.05,1
TXN005472,ACC00414,2022-12-11,Online,Credit,EMI,178909.85,0
TXN005473,ACC00245,2022-06-19,Branch,Debit,Shopping,65476.8,0
TXN005474,ACC00305,2022-07-08,UPI,Debit,Shopping,126462.61,0
TXN005475,ACC00169,2021-11-24,Branch,Credit,Salary,183214.52,0
TXN005476,ACC00116,2023-06-21,UPI,Debit,EMI,162114.63,0
TXN005477,ACC00141,2021-05-30,Online,Debit,Shopping,127558.89,0
TXN005478,ACC00418,2023-11-22,Online,Debit,Shopping,140736.39,0
TXN005479,ACC00356,2022-10-19,Online,Debit,Bills,184184.98,0
TXN005480,ACC00125,2023-03-17,Online,Credit,Fees,162428.03,0
TXN005481,ACC00025,2021-10-20,ATM,Credit,Salary,121991.32,0
TXN005482,ACC00194,2023-07-08,ATM,Credit,Cash Withdrawal,131757.61,0
TXN005483,ACC00384,2022-11-20,UPI,Credit,Cash Withdrawal,29496.32,0
TXN005484,ACC00100,2023-08-15,ATM,Credit,Bills,94060.03,0
TXN005485,ACC00402,2023-12-21,UPI,Debit,Fees,60234.48,0
TXN005486,ACC00005,2022-02-20,ATM,Credit,Fees,86422.53,0
TXN005487,ACC00019,2022-08-21,ATM,Debit,EMI,132466.26,0
TXN005488,ACC00170,2021-01-07,ATM,Credit,Cash Withdrawal,29872.76,0
TXN005489,ACC00274,2023-07-07,POS,Debit,EMI,3524.32,0
TXN005490,ACC00254,2021-03-26,Online,Credit,Shopping,79415.03,0
TXN005491,ACC00121,2023-02-13,POS,Credit,Transfer,64470.75,0
TXN005492,ACC00032,2023-08-15,ATM,Debit,Fees,84115.39,0
TXN005493,ACC00149,2023-12-07,ATM,Debit,Fees,186247.62,0
TXN005494,ACC00266,2022-08-29,POS,Debit,Bills,141431.47,0
TXN005495,ACC00037,2022-03-02,UPI,Credit,Fees,65525.38,0
TXN005496,ACC00177,2022-03-02,Online,Credit,EMI,35896.8,0
TXN005497,ACC00342,2023-01-06,UPI,Debit,Fees,123714.73,0
TXN005498,ACC00013,2023-03-02,Online,Credit,Shopping,131532.37,0
TXN005499,ACC00183,2022-05-30,Branch,Debit,Shopping,96750.36,0
TXN005500,ACC00145,2023-01-11,Online,Credit,Bills,42591.52,0
TXN005501,ACC00265,2021-05-11,UPI,Debit,Fees,5759.62,0
TXN005502,ACC00088,2021-11-19,Online,Debit,Cash Withdrawal,53168.86,0
TXN005503,ACC00428,2023-04-03,Branch,Credit,Shopping,91461.24,0
TXN005504,ACC00046,2022-06-27,Branch,Debit,Salary,157597.46,0
TXN005505,ACC00392,2021-03-07,ATM,Credit,Cash Withdrawal,170758.08,0
TXN005506,ACC00119,2022-12-19,Branch,Credit,Transfer,82616.27,0
TXN005507,ACC00421,2021-01-31,POS,Credit,Bills,159235.0,0
TXN005508,ACC00019,2023-06-04,UPI,Debit,Bills,198670.9,0
TXN005509,ACC00447,2021-07-10,POS,Debit,Bills,143336.24,0
TXN005510,ACC00220,2022-02-19,POS,Debit,Shopping,145733.38,0
TXN005511,ACC00430,2023-01-17,UPI,Credit,Shopping,181911.82,0
TXN005512,ACC00233,2023-12-06,POS,Credit,Bills,67661.92,0
TXN005513,ACC00094,2022-01-10,POS,Debit,Bills,2290.52,0
TXN005514,ACC00251,2022-07-12,POS,Credit,Salary,197396.11,0
TXN005515,ACC00250,2022-08-01,Branch,Credit,EMI,98119.09,0
TXN005516,ACC00282,2021-02-01,UPI,Credit,Cash Withdrawal,157146.23,0
TXN005517,ACC00232,2021-02-27,UPI,Debit,Cash Withdrawal,162507.6,0
TXN005518,ACC00046,2021-11-08,UPI,Debit,Salary,79533.46,0
TXN005519,ACC00374,2023-12-27,POS,Debit,Bills,108277.55,0
TXN005520,ACC00046,2022-11-21,Branch,Credit,Fees,108006.11,0
TXN005521,ACC00014,2021-08-23,UPI,Credit,Shopping,44082.19,0
TXN005522,ACC00085,2022-10-05,Online,Debit,Shopping,23571.9,0
TXN005523,ACC00319,2023-12-14,UPI,Debit,Bills,108737.28,0
TXN005524,ACC00328,2023-03-13,ATM,Debit,EMI,24072.64,0
TXN005525,ACC00003,2021-08-27,Online,Credit,Transfer,69250.44,0
TXN005526,ACC00028,2021-04-22,UPI,Debit,Transfer,37257.36,0
TXN005527,ACC00381,2022-04-21,POS,Debit,Salary,141397.88,0
TXN005528,ACC00157,2021-10-31,UPI,Debit,Cash Withdrawal,174408.17,0
TXN005529,ACC00343,2021-10-17,Branch,Credit,EMI,115604.03,0
TXN005530,ACC00402,2021-07-27,Branch,Debit,Transfer,82060.65,0
TXN005531,ACC00419,2023-05-18,UPI,Credit,EMI,199328.7,1
TXN005532,ACC00333,2022-08-05,POS,Debit,Shopping,4290.77,0
TXN005533,ACC00332,2022-01-05,POS,Credit,Shopping,60903.0,0
TXN005534,ACC00175,2021-08-08,POS,Debit,Fees,55770.7,0
TXN005535,ACC00114,2023-03-13,UPI,Debit,EMI,71272.91,0
TXN005536,ACC00389,2023-03-30,UPI,Credit,Bills,46157.62,0
TXN005537,ACC00331,2021-12-15,ATM,Debit,Transfer,52889.35,0
TXN005538,ACC00250,2021-09-12,Branch,Debit,Transfer,51572.54,0
TXN005539,ACC00059,2022-03-28,Online,Debit,Shopping,101173.52,0
TXN005540,ACC00203,2021-05-22,Online,Debit,Fees,78241.5,0
TXN005541,ACC00315,2023-12-29,Branch,Credit,Fees,127874.06,0
TXN005542,ACC00239,2021-03-30,ATM,Credit,Cash Withdrawal,102904.51,0
TXN005543,ACC00234,2023-05-21,Branch,Credit,Salary,36725.2,0
TXN005544,ACC00303,2022-06-07,ATM,Credit,Transfer,162018.49,0
TXN005545,ACC00095,2022-10-22,ATM,Credit,Shopping,94465.43,0
TXN005546,ACC00141,2023-08-09,POS,Credit,Fees,30688.64,0
TXN005547,ACC00334,2023-06-29,Branch,Credit,Shopping,33417.62,0
TXN005548,ACC00113,2022-03-18,Online,Credit,EMI,159403.83,0
TXN005549,ACC00109,2021-02-07,UPI,Debit,EMI,140613.49,1
TXN005550,ACC00362,2021-07-29,UPI,Debit,Cash Withdrawal,101330.26,0
TXN005551,ACC00345,2022-05-28,Branch,Credit,EMI,61251.0,0
TXN005552,ACC00289,2023-10-22,UPI,Credit,Salary,92131.38,0
TXN005553,ACC00097,2023-09-08,ATM,Credit,Fees,127314.88,0
TXN005554,ACC00446,2022-01-16,UPI,Debit,Transfer,175862.5,0
TXN005555,ACC00335,2023-04-08,ATM,Credit,Salary,111195.78,0
TXN005556,ACC00016,2023-05-09,ATM,Credit,Fees,55383.22,0
TXN005557,ACC00044,2022-01-29,Online,Credit,Salary,8595.85,0
TXN005558,ACC00442,2023-12-10,UPI,Credit,EMI,35132.24,0
TXN005559,ACC00376,2022-01-31,Online,Debit,Cash Withdrawal,130053.02,0
TXN005560,ACC00230,2021-02-01,UPI,Credit,Shopping,32129.37,0
TXN005561,ACC00390,2022-06-29,ATM,Debit,Bills,96333.83,0
TXN005562,ACC00108,2022-12-13,UPI,Debit,Shopping,139806.06,0
TXN005563,ACC00217,2023-11-16,Online,Debit,Shopping,61679.57,0
TXN005564,ACC00399,2023-12-21,POS,Credit,Shopping,133837.72,0
TXN005565,ACC00260,2022-07-07,Online,Debit,Shopping,116235.36,0
TXN005566,ACC00312,2021-07-17,POS,Credit,Salary,87815.87,0
TXN005567,ACC00320,2023-03-10,Branch,Credit,EMI,179454.23,0
TXN005568,ACC00196,2022-11-25,Online,Credit,EMI,138427.18,0
TXN005569,ACC00418,2021-05-27,UPI,Credit,Shopping,72151.38,0
TXN005570,ACC00095,2022-05-13,POS,Credit,Bills,160862.69,0
TXN005571,ACC00056,2021-02-17,UPI,Credit,Transfer,147633.54,0
TXN005572,ACC00032,2023-02-09,POS,Credit,Shopping,158347.21,0
TXN005573,ACC00231,2022-10-13,Online,Credit,Shopping,128209.15,0
TXN005574,ACC00372,2022-09-05,Online,Debit,Bills,75905.15,0
TXN005575,ACC00009,2022-11-30,UPI,Credit,Salary,69748.27,0
TXN005576,ACC00191,2022-01-11,Online,Debit,Shopping,130847.56,0
TXN005577,ACC00361,2023-03-17,UPI,Credit,Bills,26223.46,0
TXN005578,ACC00200,2023-07-10,ATM,Debit,Salary,163991.87,0
TXN005579,ACC00334,2023-05-25,POS,Debit,Salary,74098.56,0
TXN005580,ACC00161,2023-03-21,UPI,Credit,Cash Withdrawal,126092.88,0
TXN005581,ACC00087,2023-06-24,POS,Debit,Fees,99837.83,0
TXN005582,ACC00021,2023-10-03,ATM,Credit,Fees,103889.33,0
TXN005583,ACC00311,2021-02-02,POS,Debit,Cash Withdrawal,147614.33,0
TXN005584,ACC00076,2021-03-10,UPI,Credit,Cash Withdrawal,125352.68,0
TXN005585,ACC00441,2022-08-15,Online,Debit,Shopping,50099.28,0
TXN005586,ACC00386,2021-04-11,POS,Debit,Fees,14891.47,0
TXN005587,ACC00141,2023-07-03,POS,Credit,Salary,168054.8,0
TXN005588,ACC00126,2023-01-03,ATM,Debit,Shopping,176984.57,0
TXN005589,ACC00251,2022-01-25,Branch,Credit,Shopping,32941.08,0
TXN005590,ACC00388,2021-06-09,Online,Credit,EMI,61929.94,0
TXN005591,ACC00084,2023-06-11,UPI,Debit,Transfer,56504.36,0
TXN005592,ACC00434,2023-12-07,ATM,Debit,Transfer,187492.84,0
TXN005593,ACC00371,2022-11-27,UPI,Debit,EMI,40995.24,0
TXN005594,ACC00048,2023-01-28,UPI,Credit,Fees,33349.52,0
TXN005595,ACC00379,2022-06-07,POS,Credit,Shopping,36408.62,0
TXN005596,ACC00078,2023-01-02,ATM,Credit,Bills,145987.34,0
TXN005597,ACC00030,2021-06-04,ATM,Credit,Salary,177609.57,0
TXN005598,ACC00285,2021-12-05,Online,Debit,EMI,78703.81,0
TXN005599,ACC00136,2023-03-06,Branch,Credit,Cash Withdrawal,27259.18,0
TXN005600,ACC00140,2023-06-18,UPI,Credit,EMI,117165.11,0
TXN005601,ACC00041,2021-04-13,Online,Debit,EMI,42026.49,0
TXN005602,ACC00282,2023-03-23,Online,Debit,Fees,12877.08,0
TXN005603,ACC00050,2021-04-03,UPI,Debit,Fees,177251.96,0
TXN005604,ACC00258,2023-09-02,POS,Credit,EMI,174174.71,0
TXN005605,ACC00311,2021-04-29,POS,Debit,Transfer,195183.24,0
TXN005606,ACC00360,2021-01-29,UPI,Debit,Shopping,94827.25,0
TXN005607,ACC00440,2023-10-10,ATM,Credit,EMI,58835.54,0
TXN005608,ACC00270,2023-11-20,Branch,Credit,EMI,153968.26,0
TXN005609,ACC00134,2023-05-22,POS,Credit,EMI,36139.96,0
TXN005610,ACC00234,2023-03-11,Branch,Credit,Bills,48696.25,0
TXN005611,ACC00128,2022-04-20,Online,Debit,Bills,51173.74,0
TXN005612,ACC00104,2022-07-17,Online,Credit,Salary,190326.3,0
TXN005613,ACC00254,2022-03-11,UPI,Debit,Shopping,145978.09,0
TXN005614,ACC00095,2023-03-15,UPI,Debit,EMI,26782.27,0
TXN005615,ACC00337,2021-02-24,UPI,Credit,Salary,18614.53,0
TXN005616,ACC00217,2023-07-20,POS,Credit,Fees,168570.83,0
TXN005617,ACC00061,2023-01-22,Branch,Credit,Cash Withdrawal,160464.75,0
TXN005618,ACC00268,2021-11-08,Online,Credit,Salary,134215.37,0
TXN005619,ACC00241,2023-08-15,Branch,Debit,Cash Withdrawal,39260.33,0
TXN005620,ACC00013,2021-11-14,POS,Credit,Cash Withdrawal,96082.69,0
TXN005621,ACC00147,2023-01-27,Branch,Credit,Shopping,120565.05,0
TXN005622,ACC00428,2022-04-10,Branch,Debit,Bills,186430.9,0
TXN005623,ACC00240,2022-12-01,UPI,Debit,Shopping,33926.28,0
TXN005624,ACC00089,2023-12-17,Branch,Debit,Salary,103113.59,0
TXN005625,ACC00095,2023-01-05,Branch,Credit,Cash Withdrawal,31592.44,0
TXN005626,ACC00315,2023-12-30,Branch,Debit,Shopping,88797.68,0
TXN005627,ACC00293,2023-01-09,ATM,Debit,Bills,40066.99,0
TXN005628,ACC00025,2023-02-07,Online,Debit,Salary,167245.43,0
TXN005629,ACC00272,2023-01-14,Online,Credit,Shopping,50984.52,0
TXN005630,ACC00166,2021-10-03,Branch,Debit,Fees,83450.09,0
TXN005631,ACC00427,2021-08-21,UPI,Credit,Fees,81587.14,0
TXN005632,ACC00250,2021-02-23,UPI,Debit,EMI,173265.68,0
TXN005633,ACC00087,2021-09-14,UPI,Debit,EMI,151571.6,0
